customer_id,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,latitude,longitude,age,birth_day,has_loyalty_card,customer_lifetime,education_years,gender
10014,0.0,1.0,0.0,1.0,6609.0,9989.0,22.0,12.0,366.0,1586.0,1169.0,1561.0,126.00000000000001,1642.0,186.0,166.0,0.2233284849240472,38.77787782655863,-9.181746999922586,26.0,9.0,1.0,8.0,12.0,0.0
20365,1.0,2.0,1.0,5.000000000000001,14133.0,3430.0,12.0,1207.0,926.0,1297.0,1001.0,1065.0,640.0,565.0,901.0,281.0,0.123772619281177,38.7195220740992,-9.123910554546436,67.0,7.0,1.0,12.0,4.0,1.0
1754,1.0,0.0,0.0,1.0,47138.0,18033.0,8.0,1065.0,126.99999999999999,217.0,1148.0,1836.0,164.0,734.0,309.0,150.0,0.9299933736867448,38.7472413623242,-9.13919608930794,52.99999999999999,27.0,1.0,4.0,6.0,0.0
33489,1.0,0.0,1.0,9.0,1717.0,1727.0,6.999999999999999,1883.0,243.0,355.0,54.0,125.0,457.0,191.0,74.0,85.0,0.1276641793462288,38.78135946606452,-9.156005191147775,58.99999999999999,7.0,0.0,10.6,4.0,1.0
1,1.0,1.0,0.0,3.0,18140.0,3625.0,9.0,1429.9999999999998,576.0,1698.0,934.0,3460.0,246.0,577.0,580.0,64.0,0.1548518348496436,38.73780415897544,-9.189870639788142,49.0,18.0,1.0,15.0,6.0,0.0
27516,0.0,0.0,1.0,1.0,35416.0,172.0,8.0,2415.0,584.0,2757.0,1818.0,2534.0,628.0,33.0,92.0,236.0,0.0160702814703048,38.72277954054647,-9.21489371302374,37.0,12.0,0.0,8.2,9.0,0.0
10091,0.0,0.2,0.0,2.0,38764.0,19117.0,6.999999999999999,1015.0,834.0,92.0,831.0,430.0,364.0,922.0,243.0,109.0,0.5280339248299385,38.71340093694842,-9.126408676136672,38.0,3.0,1.0,5.0,9.0,0.0
33741,1.0,0.0,1.0,1.0,142363.0,3284.0,18.0,65.0,481.0,326.0,606.0,889.0,1138.0,576.0000000000001,360.0,339.0,0.0,38.78735311744802,-9.15276722647022,50.0,21.0,0.0,12.999999999999998,6.0,0.0
37005,1.0,1.0,0.0,2.0,102965.0,5420.0,13.999999999999998,1151.0,403.0,1079.0,1565.9999999999998,1324.0,1099.0,618.0,527.0,159.0,0.098188512679683,38.72539997212705,-9.13548828640533,66.0,28.0,0.0,10.4,4.0,1.0
36389,0.0,0.0,2.0,1.0,58388.00000000001,27701.0,23.0,7.0,324.0,1157.0,1152.0,463.0,374.0,1224.0,363.0,157.0,0.3238417226764113,38.72403371222041,-9.153240921975907,54.99999999999999,4.0,0.0,7.800000000000001,6.0,0.0
34833,0.0,1.0,0.0,5.000000000000001,108022.99999999999,8134.0,6.999999999999999,1457.9999999999998,470.00000000000006,1194.0,915.0,1140.0,1298.0,697.0,680.0,115.0,0.0,38.74572943518407,-9.165939424993036,48.0,7.0,0.0,11.8,6.0,1.0
8523,0.0,1.0,1.0,1.0,8816.0,4035.0,17.0,156.0,894.0,1384.0,979.0,405.0,164.0,1812.0,434.0,87.0,0.2444763601941193,38.732077588815656,-9.1657024512413,60.0,1.0,1.0,4.0,4.0,0.0
32504,0.0,0.0,1.0,1.0,14099.0,18694.0,19.0,178.0,384.0,1441.0,906.0,820.0,53.0,1489.0,346.0,135.0,0.3735572277315201,38.74915672919472,-9.15614075139692,36.0,5.0,0.0,10.0,9.0,1.0
8803,0.0,0.0,1.0,2.0,66845.0,18493.0,17.0,44.99999999999999,151.0,157.0,1284.0,1376.0,533.0,879.0,353.0,351.0,0.7165061525210246,38.71148584439203,-9.168753149076368,66.0,9.0,1.0,5.0,4.0,1.0
25226,1.0,1.0,1.0,1.0,1040.0,6363.0,9.0,162.0,751.0,1429.0,516.0,694.0,312.0,1624.0,474.0,163.0,0.1147359437920227,38.77585828875255,-9.164525455347752,78.0,4.0,0.0,9.2,4.0,0.0
4418,0.0,1.0,0.0,2.0,119739.0,3977.0,9.0,849.0,671.0,1805.0,929.0,1252.0,943.0000000000001,523.0,259.0,155.0,0.0004625628721259,38.72058700538752,-9.15391663817019,39.0,8.0,1.0,4.0,9.0,0.0
15981,3.0000000000000004,1.0,1.0,1.0,14569.0,3842.0,9.0,728.0000000000001,513.0,11.0,1601.0,982.0,893.0,460.0,744.0,623.0,0.1557302022911228,38.71787272243704,-9.116809540069749,83.0,3.0,1.0,5.0,4.0,1.0
13025,1.0,1.0,1.0,5.000000000000001,20505.0,779.0,22.0,2523.0,239.0,452.0,56.00000000000001,122.0,733.0,209.0,193.0,42.0,0.0950664401821303,38.72194449024085,-9.13289004648472,81.0,14.0,1.0,12.0,4.0,1.0
16144,1.0,1.0,0.0,2.0,103922.0,6450.0,21.0,175.0,304.0,1642.0,1359.0,1725.0,963.0000000000001,495.0,597.0,123.99999999999999,0.2536487982983296,38.74219783753434,-9.120652906681007,25.0,24.0,1.0,3.0,12.0,1.0
16418,0.0,1.0,0.0,1.0,32522.0,3486.0,16.0,2876.0000000000005,609.0,1607.0,1588.9999999999998,1138.0,563.0,790.0,408.0,94.0,0.1717283583020697,38.74396527469671,-9.177272993184689,24.0,24.0,1.0,2.0,12.0,0.0
26233,1.0,3.0,0.0,3.0,29050.000000000004,3804.0,13.0,1219.0,613.0,1246.0,2613.0,1141.0,797.0,235.0,54.0,293.0,0.1877389892509524,38.742693208280194,-9.154962017517809,65.0,20.0,1.0,15.0,4.0,0.0
